Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
50319138$Bogue Z$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Démon/Effet]$$$$$Niveau 3$0$1500$$$$Lorsque cette carte est Invoquée Normalement : vous pouvez Invoquer Spécialement 1 "Bogue Y" depuis votre Deck. Vous devez contrôler "Bogue X" face recto pour activer et résoudre cet effet.$Crashbug X/Crashbug Y$$$Trigger$
59297550$Magicien Automate$Unlimited(OCG)/Unlimited(TCG)$FEU$[Magicien/Effet]$$$$$Niveau 4$600$1800$$$$Si l'effet d'un monstre "Automate" ("Magicien Automate" exclu) est activé : vous pouvez Invoquer Spécialement 1 monstre "Automate" de max. Niveau 4 depuis votre Deck en Position de Défense face recto. Cet effet ne peut être utilisé qu'une fois tant que cette carte est face recto sur le Terrain.$Supports archetypes /Wind-Up$$$Trigger$
24707869$Avenir Radieux$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Ciblez 2 de vos monstres de Type Psychique bannis ; renvoyez les cibles au Cimetière et piochez 1 carte.$Psychic$$Returns the player's banished cards to the Graveyard/You draw cards$Effect$
13685271$Traité sur l'Uniformité$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Si vous contrôlez min. 2 monstres face recto du même nom (Jetons exclus) : appliquez cet effet, selon le nombre contrôlé : ●2 : Détruisez 1 Carte Magie/Piège contrôlée par votre adversaire. ●3 : Détruisez toutes les Cartes Magie/Piège contrôlées par votre adversaire.$$$$Activation requirement/Effect$
86474024$Front Unifié$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Lorsqu'une Carte Piège est activée tant que vous contrôlez min. 2 monstres face recto du même Niveau : annulez l'activation et détruisez-la.$$$$Activation requirement/Effect$
12863633$Malédiction du Cercle$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Ciblez 1 monstre contrôlé par votre adversaire ; votre adversaire ne peut ni le Sacrifier ni l'utiliser comme Monstre-Matériel de Synchro.$$$Prevents the opponent's Tributes$Effect$
48357738$Gloutonnerie du Tyran$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Activable en Sacrifiant 1 monstre. Aucun joueur ne peut Invoquer Spécialement de monstres de min. Niveau 6. Si vous avez min. 3 cartes dans votre main, détruisez cette carte.$$$Tributes for cost$Cost/Continuous-like$
85352446$Garde-à-Vous !$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Ciblez 1 monstre de max. Niveau 5 face recto contrôlé par votre adversaire ; détruisez tous les monstres face recto sur le Terrain d'un Niveau différent de celui-ci.$$$$Effect$
69846323$Morue Perçante$Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel)$EAU$[Poisson/Effet]$$$$$Niveau 4$1500$500$$$$Une fois par tour : vous pouvez Sacrifier 1 autre monstre Poisson, Serpent de Mer ou Aqua ; cette carte gagne 600 ATK. Si cette carte attaque un monstre en Position de Défense, infligez des dommages de combat perçants.$Fish/Aqua/Sea Serpent$$Tributes for cost$Ignition/Continuous$
95231062$Destructeur du Grand Bleu$Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel)$EAU$[Serpent de Mer/Effet]$$$$$Niveau 3$1400$0$$$$S'il y a un autre monstre Poisson/Serpent de Mer/Aqua face recto sur le Terrain : vous pouvez Sacrifier cette carte, puis ciblez 1 Magie/Piège sur le Terrain ; détruisez la cible.$Fish/Sea Serpent/Aqua$$Tributes itself for cost$Ignition$
94119480$Adreus, Gardien de l'Armageddon$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Démon/Xyz／Effet]$$$Rang 5$$$2600$1700$$2 monstres de Niveau 5$$Une fois par tour : vous pouvez détacher 1 Matériel Xyz de cette carte pour cibler 1 carte face recto contrôlée par votre adversaire ; détruisez-la.$$$$Ignition$
21507589$Troc de Poissons$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Défaussez 1 carte pour cibler 2 de vos monstres de Type Poisson/Serpent de Mer/Aqua bannis ; ajoutez-les à votre main.$Fish/Sea Serpent/Aqua$$Discards for cost/Adds banished cards to the hand$Cost/Effect$
93396832$Corne de Destruction$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Lorsqu'un effet de monstre ou une Carte Piège qui annule l'Invocation Normale ou Spéciale d'un ou plusieurs monstres est activé : annulez l'activation, et détruisez-le/la.$$$$Activation requirement/Effect$
46759931$Trinity, HÉROS Vision$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Guerrier/Fusion／Effet]$$$$$Niveau 8$2500$2000$$3 monstres "HÉROS"$$Après que cette carte est Invoquée par Fusion, l'ATK de cette carte devient le double de son ATK d'origine le reste de ce tour. Cette carte Invoquée par Fusion peut faire max. 3 attaques durant chaque Battle Phase. Ne peut pas attaquer directement.$Supports archetypes /HERO$$$Unclassified/Continuous$
45170821$Adoration, HÉROS Vision$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Guerrier/Fusion／Effet]$$$$$Niveau 8$2800$2100$$2 monstres "HÉROS"$$Une fois par tour : vous pouvez cibler 1 monstre face recto contrôlé par votre adversaire et 1 autre monstre "HÉROS" que vous contrôlez ; jusqu'à la fin de ce tour, le monstre de l'adversaire perd une ATK/DEF égales à l'ATK de votre monstre ciblé.$Supports archetypes /HERO$$$Ignition$
08949584$Héros Vivant$Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel)$MAGIE$$$$$$$$$$$$Si vous ne contrôlez aucun monstre face recto : payez la moitié de vos LP ; Invoquez Spécialement 1 monstre "HÉROS Élémentaire" de max. Niveau 4 depuis votre Deck.$Supports archetypes /Elemental HERO$$$Activation requirement/Cost/Effect$
