Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
92125819$Artorigus le Chevalier Noble$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Guerrier/Normal]$$$$$Niveau 4$1800$1800$$$$Le secret concernant ce jour fatidique,Personne ne doit en avoir connaissance.Artorigus pénétra en ce lieu fantastique,L'enceinte de cette épée de bienveillance.Ce fut la genèse d'un homme adorée de tous,Le légendaire brave et noble Artorigus.- Extrait de l'Histoire des Chevaliers Nobles$$$$$
13140300$Sceau Hiératique du Seigneur Dragon Soleil$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Normal]$$$$$Niveau 8$0$0$$$$Une mystérieuse relique hiératique. C'était à l'origine une simple pierre, mais celle-ci fut injectée avec le pouvoir d'un dragon capable de contrôler le soleil. Des éons passèrent et le pouvoir de la relique grandit jusqu'à briller comme le soleil.$$$$$
30794966$Dragon Hiératique d'Asar$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Effet]$$$$$Niveau 7$2600$700$$$$Vous pouvez Invoquer Spécialement cette carte (depuis votre main) en bannissant 1 monstre LUMIÈRE de Type Dragon et 1 Monstre Normal de Type Dragon depuis votre Cimetière. Si cette carte face recto sur le Terrain va être détruite, vous pouvez Sacrifier 1 monstre "Hiératique" face recto (cette carte exclue) à la place.$Supports archetypes /Hieratic$$Tributes as an effect$Summon/Continuous$
66789970$Dragon Hiératique de Sutekh$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Effet]$$$$$Niveau 8$2800$2000$$$$Ni Invocable Normalement ni Posable. Doit d'abord être Invoquée Spécialement (depuis votre main) en bannissant 3 Monstres Normaux de Type Dragon depuis votre Cimetière. Une fois par tour : vous pouvez bannir 1 monstre de Type Dragon depuis votre Cimetière pour cibler 1 carte sur le Terrain ; détruisez la cible.$Dragon/Normal Monster$$$Summon/Ignition$
91349449$Sorcier Rayon Lumineux$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Magicien/Effet]$$$$$Niveau 6$2300$2000$$$$Ni Invocable Normalement ni Posable. Uniquement Invocable Spécialement (depuis votre main) tant que min. 3 de vos monstres LUMIÈRE sont bannis et non Invocable Spécialement autrement. Une fois par tour : vous pouvez cibler 1 de vos monstres LUMIÈRE bannis et 1 monstre face recto sur le Terrain ; mélangez la première cible dans le Deck, et si vous le faites, bannissez la deuxième cible. Cette carte ne peut pas attaquer durant le tour où vous activez cet effet.$LIGHT$$Returns the player's banished cards to the Deck by effect$Summon/Ignition/Condition$
38737148$Dédale Rayon Lumineux$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Serpent de Mer/Effet]$$$$$Niveau 7$2600$1500$$$$Ni Invocable Normalement ni Posable. Uniquement Invocable Spécialement (depuis votre main) en ayant min. 4 monstres LUMIÈRE dans votre Cimetière et non Invocable Spécialement autrement. Une fois par tour : vous pouvez cibler 1 Carte Magie de Terrain et 2 autres cartes sur le Terrain ; détruisez-les.$LIGHT/Field Spell Card$Field Spell Card$$Summon/Ignition$
04722253$Gearfried Rayon Lumineux$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Guerrier/Effet]$$$$$Niveau 8$2800$2200$$$$Ni Invocable Normalement ni Posable. Uniquement Invocable Spécialement (depuis votre main) en ayant min. 5 monstres LUMIÈRE de noms différents dans votre Cimetière et non Invocable Spécialement autrement. Une fois par tour, durant le tour de chaque joueur, lorsqu'une Carte Magie/Piège est activée : vous pouvez bannir 1 monstre de Type Guerrier depuis votre Cimetière ; annulez l'activation, et si vous le faites, détruisez-la. Tous les monstres face recto que vous contrôlez doivent être de Type Guerrier pour activer et résoudre cet effet.$LIGHT/Warrior$$$Summon/Quick/Condition$
30126992$Diabolos Rayon Lumineux$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Effet]$$$$$Niveau 7$2800$1000$$$$Ni Invocable Normalement ni Posable. Doit d'abord être Invoquée Spécialement (depuis votre main) en ayant min. 5 monstres LUMIÈRE de noms différents dans votre Cimetière. Une fois par tour : vous pouvez bannir 1 monstre LUMIÈRE depuis votre Cimetière, puis ciblez 1 carte Posée contrôlée par votre adversaire ; révélez la cible, puis placez la cible au-dessus ou au-dessous du Deck.$LIGHT$$Reveals face-down cards/Returns from your opponent's field to your opponent's Deck$Summon/Ignition$
67511500$Dame des D$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Magicien/Effet]$$$$$Niveau 4$1500$1100$$$$Votre adversaire ne peut cibler aucun monstre de Type Dragon face recto que vous contrôlez avec une attaque. Si cette carte sur le Terrain va être détruite au combat ou par un effet de carte, vous pouvez envoyer 1 monstre de Type Dragon depuis votre main au Cimetière à la place.$Dragon$$Sends from your hand to your Graveyard$Continuous$
30494314$Oni à la Tête Rouge$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Zombie/Effet]$$$$$Niveau 4$1700$1000$$$$Lorsque cette carte est Invoquée Spécialement depuis le Cimetière par l'effet d'un monstre de Type Zombie : vous pouvez cibler 1 monstre de Type Zombie face recto que vous contrôlez ; détachez 1 Matériel Xyz d'un monstre sur le Terrain, et si vous le faites, augmentez le Niveau du monstre ciblé de 1 et son ATK de 300 (même si les conditions de ciblage ne sont plus remplies).$Zombie/Xyz Monster$Xyz Monster$Activates upon Special Summon/Detaches Xyz Materials for effect$Trigger$
92887027$La Troupe Nomade$Unlimited(OCG)/Unlimited(TCG)$VENT$[Guerrier/Effet]$$$$$Niveau 4$1700$1000$$$$Lorsque cette carte détruit un monstre de votre adversaire au combat et l'envoie au Cimetière : vous pouvez Sacrifier cette carte pour cibler 1 monstre en Position de Défense face verso contrôlé par votre adversaire ; détruisez la cible.$$$Tributes itself for cost$Trigger$
28150174$Papillopérative Photon$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Guerrier/Xyz／Effet]$$$Rang 4$$$2100$1800$$2 monstres de Niveau 4$$Une fois par tour : vous pouvez détacher 1 Matériel Xyz de cette carte, puis ciblez 1 monstre en Position de Défense sur le Terrain ; changez-le en Position d'Attaque face recto, et si vous le faites, il perd 600 ATK.$$$Flips monsters face-up/Changes battle positions$Ignition$
64554883$Numéro 25 : Force Focus$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Machine/Xyz／Effet]$$$Rang 6$$$2800$2400$$2 monstres de Niveau 6$$Une fois par tour, durant le tour de chaque joueur : vous pouvez détacher 1 Matériel Xyz de cette carte, puis ciblez 1 Monstre à Effet de min. Niveau 5 contrôlé par votre adversaire ; jusqu'à la fin du tour, annulez les effets du monstre de votre adversaire face recto.$$Effect Monster$$Quick$
91949988$Dragon Gaïa, le Chargeur de Tonnerre$Unlimited(OCG)/Unlimited(TCG)$VENT$[Dragon/Xyz／Effet]$$$Rang 7$$$2600$2100$$2 monstres de Niveau 7$$Vous pouvez aussi Invoquer par Xyz cette carte en utilisant un Monstre Xyz de Rang 5 ou 6 que vous contrôlez comme Matériel. (Transférez ses Matériels à cette carte.) Si cette carte attaque un monstre en Position de Défense, infligez des dommages de combat perçants.$Xyz Monster$$Transfers$Summon/Continuous$
27337596$Dragon Hiératique Roi d'Atum$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Xyz／Effet]$$$Rang 6$$$2400$2100$$2 monstres Dragon de Niveau 6$$Une fois par tour : vous pouvez détacher 1 Matériel de cette carte ; Invoquez Spécialement 1 monstre Dragon depuis votre Deck, et faites devenir 0 son ATK/DEF. Cette carte ne peut pas attaquer durant le tour où vous activez cet effet.$Dragon$$$Ignition/Condition$
64332231$Dragon Hiératique du Seigneur Soleil d'Héliopolis$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Xyz／Effet]$$$Rang 8$$$3000$2400$$2 monstres de Niveau 8$$Une fois par tour : vous pouvez détacher 1 Matériel de cette carte ; Sacrifiez un nombre de votre choix de monstres depuis votre main et/ou Terrain (min. 1), puis détruisez un nombre égal de cartes sur le Terrain.$$$Tributes as an effect$Ignition$
53610653$Sceptre du Bond$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Équipable uniquement à un monstre Magicien qui a un Niveau. Il gagne une ATK égale à son Niveau x 100. Si le monstre équipé est détruit par une carte de votre adversaire et envoyé au Cimetière, et que cette carte est envoyée à votre Cimetière en conséquence : vous pouvez Invoquer Spécialement le monstre.$Spellcaster$$Activates from your Graveyard$Condition/Continuous-like/Trigger-like$
26099457$Courant en Chute$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Ciblez 1 monstre face recto que vous contrôlez et déclarez un Niveau entre 1 et 3 ; il devient de ce Niveau.$$$Declares a Level$Effect$
89882100$Rayon Nocturne$Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel)$MAGIE$$$$$$$$$$$$Ciblez 1 Magie/Piège Posé contrôlé par votre adversaire ; détruisez la cible. Votre adversaire ne peut pas activer la carte ciblée en réponse à l'activation de cette carte.$$$$Effect/Condition$
25377819$Sceau Hiératique de la Convocation$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Ajoutez 1 monstre "Hiératique" depuis votre Deck à votre main.$Supports archetypes /Hieratic$$Adds from Deck to hand$Effect$
51365514$Sceau Hiératique de la Suprématie$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Invoquez Spécialement 1 monstre "Hiératique" depuis votre main.$Supports archetypes /Hieratic$$$Effect$
88760522$Diversité-Évo$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Ajoutez 1 monstre "Évoltile" ou "Évolsaure" depuis votre Deck à votre main. Vous ne pouvez activer qu'1 "Diversité-Évo" par tour.$Supports archetypes /Evoltile/Evolsaur$$Adds from Deck to hand$Effect/Condition$
50427388$Quelle Magie !$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Bannissez toutes les Cartes Magie depuis votre Cimetière ; détruisez tous les monstres face recto contrôlés par votre adversaire dont la DEF est inférieure ou égale au nombre de Cartes Magie que vous avez bannies x 300.$$$$Effect$
49204190$Nitwit Outwit$Unlimited(OCG)/Unlimited(TCG)$TRAP$$$$$$$$$$$$Discard 1 monster, then target 1 face-up monster on the field; it loses ATK equal to the discarded monster's original ATK.$$$Discards for cost$Cost/Effect$
85709845$Gamushara$Unlimited(OCG)/Unlimited(TCG)$TRAP$$$$$$$$$$$$When a Defense Position monster you control is targeted for an attack: Change that Defense Position monster to face-up Attack Position. Then, if the attacking monster is destroyed by that battle and sent to the Graveyard: Inflict damage to your opponent equal to that monster's original ATK in the Graveyard.$$$Activates upon attack declaration/Changes battle positions/Activates when it destroys a monster by battle$Activation requirement/Effect/Trigger-like$
12197543$Commandant des Épées$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Lorsque votre adversaire pioche pour sa pioche normale durant sa Draw Phase : il révèle les cartes qu'il pioche, puis s'il y une Carte Magie/Piège, vous appliquez 1 de ces effets. ●Défaussez toutes les cartes qu'il a piochées. ●Détruisez 1 Carte Magie/Piège qu'il contrôle.$$$Shows the opponent's drawn cards/Your opponent discards$Activation requirement/Effect$
11975962$Sceau Hiératique du Bannissement$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Sacrifiez 1 monstre "Hiératique", puis ciblez 1 carte contrôlée par votre adversaire ; bannissez la cible.$Supports archetypes /Hieratic$$Tributes for cost$Cost/Effect$
47360060$Sceau Hiératique du Reflet$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Lorsqu'une Carte Magie/Piège ou un effet de monstre est activé : Sacrifiez 1 monstre "Hiératique" ; annulez l'activation, et si vous le faites, détruisez-le.$Supports archetypes /Hieratic$$Tributes for cost$Activation requirement/Effect$
42425831$Cérémonie de Sceau du Raiton$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Une fois par tour : vous pouvez renvoyer 1 monstre VENT face recto que vous contrôlez au-dessous du Main Deck pour cibler max. 2 cartes dans le Cimetière de votre adversaire ; bannissez les cibles.$WIND$$Returns from field to Deck for cost$Quick-like$
05914184$Double Remboursement$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Activable uniquement lorsque vous recevez min. 1000 points de dommage par un effet de carte de votre adversaire : placez 1 Compteur Remboursement sur cette carte pour chaque 1000 points de dommages reçus. Durant la End Phase du prochain tour de votre adversaire : détruisez cette carte, et si vous le faites, infligez 2000 points de dommage à votre adversaire pour chaque Compteur Remboursement sur cette carte.$$$Activates if you take effect damage$Activation requirement/Effect/Trigger-like$
64514622$Sceau Hiératique du Roi Dragon$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Gémeau／Effet]$$$$$Niveau 6$0$0$$$$Cette carte est traitée comme un Monstre Normal tant qu'elle est face recto sur le Terrain ou dans le Cimetière. Tant que cette carte est face recto sur le Terrain, vous pouvez l'Invoquer Normalement pour qu'elle devienne un Monstre à Effet avec cet effet. ●Vous pouvez Sacrifier cette carte ; Invoquez Spécialement 1 monstre "Hiératique" ("Sceau Hiératique du Roi Dragon" exclu) depuis votre main, Deck ou Cimetière, en Position de Défense face recto.$Supports archetypes /Hieratic$$Tributes itself for cost$Unclassified/Condition/Ignition$
27407330$Grepher Rayon Lumineux$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Guerrier/Effet]$$$$$Niveau 4$1700$1600$$$$Vous pouvez Invoquer Spécialement cette carte (depuis votre main) en défaussant 1 monstre LUMIÈRE de min. Niveau 5. Une fois par tour : vous pouvez défausser 1 monstre LUMIÈRE ; bannissez 1 monstre LUMIÈRE depuis votre Deck.$LIGHT$$Discards for cost$Unclassified/Ignition$
90887783$Draconnexion$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Révélez 1 monstre de Type Dragon dans votre main, ajoutez 1 monstre de Type Dragon du même Niveau depuis votre Deck à votre main, puis mélangez le monstre révélé dans le Deck.$Dragon$$Reveals your hand for effect/Adds from Deck to hand/Returns from your hand to your Deck$Effect$
26285788$Essai et Châtiment$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Vous ne pouvez activer qu'1 "Essai et Châtiment" par tour. Durant la End Phase du tour où cette carte a été activée, appliquez cet effet selon le nombre de monstres que vous avez Sacrifiés (Jetons exclus) depuis le Terrain et votre main ce tour. ●1 : Piochez 1 carte. ●2 : Ajoutez 2 monstres depuis votre Cimetière à votre main. ●3+ : Détruisez max. 3 cartes face recto sur le Terrain.$$$You draw cards/Adds from Graveyard to hand$Condition/Lingering$
53670497$Sceau Hiératique des Cendres$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Une fois par tour de l'adversaire : vous pouvez envoyer 1 monstre "Hiératique" depuis votre Deck à votre Cimetière. Une fois par tour, durant votre tour : vous pouvez cibler 1 de vos monstres "Hiératique" bannis ; renvoyez la cible au Cimetière. Si cette carte face recto sur le Terrain est envoyée au Cimetière : ciblez 1 monstre "Hiératique" dans votre Cimetière ; Invoquez Spécialement la cible.$Supports archetypes /Hieratic$$Sends from your Deck to your Graveyard/Returns the player's banished cards to the Graveyard$Quick-like/Trigger-like$
82308875$Numéro 7 : Ligne de la Chance$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Elfe/Xyz／Effet]$$$Rang 7$$$700$700$$3 monstres de Niveau 7$$Vous pouvez détacher 1 Matériel Xyz de cette carte ; lancez deux fois un dé à six faces et l'ATK de cette carte devient le plus grand résultat x 700, puis si le total des résultats était 7, vous pouvez appliquer 1 de ces effets.●Envoyez toutes les autres cartes sur le Terrain au Cimetière.●Invoquez Spécialement 1 monstre depuis votre main ou depuis l'un des Cimetières.●Piochez 3 cartes, puis défaussez 2 cartes.$$$Sends from field to Graveyard/You draw cards/Discards for effect$Ignition$
30587695$Beetron$Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel)$DARK$[Insect/Effect]$$$$$4$1600$900$$$$You can send 1 face-up Spell/Trap you control to the GY, then target 1 Level 4 or lower Insect monster in your GY; Special Summon that Insect monster in Defense Position. You can only use this effect of "Beetron" once per turn.$Insect$$Sends from field to Graveyard for cost$Ignition$
54936498$Dragon Influence$Unlimited(OCG)/Unlimited(TCG)$VENT$[Dragon/Syntoniseur／Effet]$$$$$Niveau 3$300$900$$$$Une fois par tour : vous pouvez cibler 1 monstre face recto que vous contrôlez ; jusqu'à la End Phase, il devient de Type Dragon.$$$$Ignition$
16719802$Dragon Étoile Brillante$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Effet]$$$$$Niveau 4$1900$1000$$$$Lorsque cette carte est Invoquée Normalement : vous pouvez cibler 1 autre monstre face recto sur le Terrain ; jusqu'à la fin de ce tour, augmentez le Niveau de la cible de 2.$$$Activates upon Normal Summon$Trigger$
83991690$Buten$Unlimited(OCG)/Unlimited(TCG)$LIGHT$[Fairy/Tuner／Effect]$$$$$1$200$300$$$$During your Main Phase: You can banish this card from the Graveyard to target 1 face-up Level 4 or lower LIGHT Fairy-Type monster you control; it is treated as a Tuner monster while face-up on the field.$LIGHT/Fairy/Tuner monster$$Activates from your Graveyard$Ignition$
97170107$Elfe Étincelant$Unlimited(OCG)/Unlimited(TCG)$VENT$[Magicien/Xyz／Effet]$$$Rang 2$$$1600$1000$$2 monstres de Niveau 2$$Lorsque votre adversaire Invoque Normalement ou Spécialement un ou plusieurs monstres (sauf durant la Damage Step) : vous pouvez détacher 1 Matériel Xyz de cette carte ; ces monstres perdent 500 ATK.$$$$Trigger$
