Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
02501624$Magicienne des Ténèbres l'Apprentie du Magicien$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Magicien/Effet]$$$$$Niveau 6$2000$1700$$$$Vous pouvez Invoquer Spécialement cette carte (depuis votre main) en défaussant 1 carte, et si vous le faites, le nom de cette carte devient "Magicienne des Ténèbres". Vous ne pouvez Invoquer Spécialement "Magicienne des Ténèbres l'Apprentie du Magicien" qu'une fois par tour de cette façon. Si cette carte est Invoquée Normalement ou Spécialement : vous pouvez ajouter 1 "Sarcophage Brillant" depuis votre Deck à votre main. Vous ne pouvez utiliser cet effet de "Magicienne des Ténèbres l'Apprentie du Magicien" qu'une fois par tour. Gagne 300 ATK pour chaque monstre qui mentionne "Sarcophage Brillant" dans les Cimetières.$Shining Sarcophagus$$Activates cards from your hand/Discards for cost/Activates upon Special Summon/Activates upon Normal Summon/Adds from Deck to hand$Unclassified/Condition/Trigger/Condition/Continuous$
20938824$Maliss <P> Lièvre de Mars$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Cyberse/Effet]$$$$$Niveau 3$600$300$$$$Votre adversaire ne peut pas cibler de Monstres Lien "Maliss" qui pointent cette carte avec des effets de carte. Vous ne pouvez utiliser chacun des effets suivants de "Maliss  Lièvre de Mars" qu'une fois par tour. Durant la Main Phase, si cette carte est dans votre main (Effet Rapide) : vous pouvez bannir 1 autre carte "Maliss" depuis votre main ou Cimetière, et si vous le faites, Invoquez Spécialement cette carte. Si cette carte est bannie : vous pouvez payer 300 LP, puis ciblez 1 de vos monstres "Maliss" bannis ; ajoutez-le à votre main.$Supports archetypes /Maliss$$Activates from your hand/Activates while banished/Adds banished cards to the hand$Continuous/Condition/Quick/Trigger$
83711531$Dragon de Griffes Métalliques aux Yeux Rouges$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Dragon/Effet]$$$$$Niveau 7$2400$2000$$$$Vous pouvez activer les Pièges "Métalmorphe" le tour où ils ont été Posés. Vous ne pouvez utiliser chacun des effets suivants de "Dragon de Griffes Métalliques aux Yeux Rouges" qu'une fois par tour. Vous pouvez envoyer 1 carte face verso que vous contrôlez au Cimetière ; Invoquez Spécialement cette carte depuis votre main. Si cette carte est Invoquée Normalement ou Spécialement, et que vous avez "Métalmorphe Max" dans votre Terrain ou Cimetière : vous pouvez ajouter 1 Piège "Métalmorphe" depuis votre Deck ou Cimetière à votre main.$Supports archetypes /Metalmorph $$Activates from your hand/Sends from field to Graveyard for cost/Activates upon Normal Summon/Activates upon Special Summon/Adds from Deck to hand/Adds from Graveyard to hand$Continuous/Condition/Ignition/Trigger$
82699999$Live☆Jumelle Lil-la Sucreries$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Magicien/Effet]$$$$$Niveau 2$500$0$$$$Lorsque votre adversaire active une carte ou un effet en réponse à l'activation de votre carte ou effet "Live☆Jumelle" (Effet Rapide) : vous pouvez défausser cette carte ; annulez l'effet de l'adversaire. Si vous contrôlez un monstre "Ki-sikil" et que cette carte est dans votre Cimetière : vous pouvez Invoquer Spécialement cette carte, mais tant qu'elle est face recto dans la Zone Monstre, vous ne pouvez pas Invoquer Spécialement (monstres Démon exclus) depuis l'Extra Deck. Vous ne pouvez utiliser chaque effet de "Live☆Jumelle Lil-la Sucreries" qu'une fois par tour.$Supports archetypes /Live☆Twin/Ki-sikil$$Activates from your hand/Discards itself for cost/Activates from your Graveyard$Quick/Ignition/Condition$
45488703$NT8000 - SIRIUS$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Machine/Effet]$$$$$Niveau 8$2300$2500$$$$Cette carte liée ne peut pas être détruite au combat. Vous ne pouvez utiliser chacun des effets suivants de "NT8000 - SIRIUS" qu'une fois par tour. Durant le tour où un effet de Monstre Lien a été activé (Effet Rapide) : vous pouvez cibler 1 carte face recto que vous contrôlez et 1 carte face recto contrôlée par votre adversaire ; détruisez-les toutes les deux. Si cette carte est envoyée au Cimetière, sauf depuis le Terrain, et que vous contrôlez un Monstre Lien TÉNÈBRES : vous pouvez Invoquer Spécialement cette carte, mais bannissez-la lorsqu'elle quitte le Terrain.$DARK/Link Monster$Link Monster$Activates if sent to the Graveyard$Continuous/Condition/Quick/Trigger$
81476402$Dragon-Serpent Nocturne Malfaisant$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Dragon/Effet]$$$$$Niveau 7$2350$2400$$$$Vous pouvez Sacrifier 1 monstre TÉNÈBRES depuis votre main ou Terrain ; Invoquez Spécialement cette carte depuis votre main. Vous ne pouvez utiliser cet effet de "Dragon-Serpent Nocturne Malfaisant" qu'une fois par tour. Lorsque cette carte est détruite au combat : vous pouvez cibler 1 monstre contrôlé par votre adversaire ; envoyez-le au Cimetière, puis vous pouvez Invoquer Spécialement cette carte.$DARK$$Activates from your hand/Tributes for cost/Activates if destroyed by battle/Sends from your opponent's field to your opponent's Graveyard$Ignition/Condition/Trigger$
18861006$Pégase aux Ailes de Feu Cramoisies$Unlimited(OCG)/Unlimited(TCG)$FEU$[Bête/Effet]$$$$$Niveau 6$2250$1800$$$$Si votre adversaire contrôle plus de monstres que vous, vous pouvez Invoquer Spécialement cette carte (depuis votre main), et si vous le faites, elle peut attaquer directement ce tour. Vous ne pouvez Invoquer Spécialement "Pégase aux Ailes de Feu Cramoisies" qu'une fois par tour de cette façon. Lorsque votre adversaire active un effet de monstre sur le Terrain (Effet Rapide) : vous pouvez infliger des dommages à votre adversaire égaux au nombre du Maillon de la Chaîne de cet effet x 300, et aussi, cette carte ne peut pas être détruite par les effets activés avant celui-ci dans cette Chaîne. Vous ne pouvez utiliser cet effet de "Pégase aux Ailes de Feu Cramoisies" qu'une fois par tour.$$$Activates from your hand$Unclassified/Condition/Quick/Condition$
44265115$Contrôleur Cérébral$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Psychique/Syntoniseur／Effet]$$$$$Niveau 1$100$200$$$$Si cette carte est Invoquée Normalement ou Spécialement : vous pouvez ajouter 1 "Contrôle Cérébral" depuis votre Deck à votre main. Si vous payez des LP (sauf durant la Damage Step) : vous pouvez cibler 1 monstre face recto sur le Terrain, et déclarez un Niveau de 1 à 8 ; le monstre devient ce Niveau. Si cette carte est envoyée au Cimetière comme Matériel Synchro : vous pouvez Invoquer Spécialement cette carte sur le Terrain de votre adversaire en Position de Défense, mais annulez ses effets. Vous ne pouvez utiliser chaque effet de "Contrôleur Cérébral" qu'une fois par tour.$Brain Control$$Activates upon Normal Summon/Activates upon Special Summon/Adds from Deck to hand/Activates upon paying LP/Declares a Level/Activates if sent to the Graveyard/Activates if used as Synchro Material$Trigger/Trigger/Trigger/Condition$
71750854$Place Détonante$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Magicien/Effet]$$$$$Niveau 6$1350$2400$$$$Une fois par Chaîne (Effet Rapide) : vous pouvez payer 600 LP, puis activez 1 de ces effets ;●Si vous contrôlez 6 monstres de Niveaux différents (1, 2, 3, 4, 5 et 6) : choisissez 1 monstre face recto contrôlé par votre adversaire avec un Niveau, et détruisez tous les autres monstres contrôlés par votre adversaire du même Niveau/Rang/Classification Lien que le monstre.●Choisissez 1 monstre face recto que vous contrôlez avec un Niveau, et détruisez tous les monstres de votre adversaire dans la même colonne du même Niveau/Rang/Classification Lien que le monstre.$$$$Quick$
43143567$Ange Banni de la Terre d'Or$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Zombie/Fusion／Effet]$$$$$Niveau 10$1800$2500$$"Surnaliche le Seigneur d'Or" + 1 monstre Zombie$$Uniquement soit Invocable par Fusion soit Invocable Spécialement (depuis votre Extra Deck) en Sacrifiant 1 monstre LUMIÈRE Zombie, tant que vous avez "Surnaliche le Seigneur d'Or" dans votre Terrain ou Cimetière. Vous ne pouvez Invoquer Spécialement "Ange Banni de la Terre d'Or" qu'une fois par tour de cette façon, peu importe la méthode que vous utilisez. Si cette carte est envoyée depuis le Terrain au Cimetière : vous pouvez Invoquer Spécialement 1 monstre "Surnaliche" depuis votre Deck, Extra Deck ou Cimetière. Vous ne pouvez utiliser cet effet de "Ange Banni de la Terre d'Or" qu'une fois par tour.$Supports archetypes /Eldlich$$Tributes Fusion Materials for Contact Fusion/Activates if sent to the Graveyard$Summoning condition/Condition/Trigger/Condition$
43321985$Ancien Dragon de la Vie Féerique$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Synchro／Effet]$$$$$Niveau 8$2500$3300$$1 Syntoniseur + 1+ monstre non-Syntoniseur$$Si cette carte est Invoquée par Synchronisation : vous pouvez piocher 1 carte, ou si "Monde des Esprits" est sur le Terrain, ajoutez 1 monstre LUMIÈRE (Bête, Plante ou Elfe) ou 1 "Ensoleillement Éternel" depuis votre Deck à votre main à la place. Vous ne pouvez utiliser cet effet de "Ancien Dragon de la Vie Féerique" qu'une fois par tour. Votre "Ancien Dragon Féerique" et les monstres qui le mentionnent peuvent attaquer tant qu'ils sont en Position de Défense face recto (appliquez leur DEF pour le calcul des dommages).$World of Spirits/LIGHT/Beast/Plant/Fairy/Eternal Sunshine/Ancient Fairy Dragon$$Activates upon Synchro Summon/Adds from Deck to hand$Trigger/Condition/Continuous$
79415624$Dragon Vengeur de l'Œil de Serpent$Unlimited(OCG)/Unlimited(TCG)$FEU$[Dragon/Synchro／Effet]$$$$$Niveau 12$3000$2500$$1 Syntoniseur + 1+ monstre non-Syntoniseur$$Durant la Main Phase (Effet Rapide) : vous pouvez cibler 1 monstre face recto sur le Terrain ou dans l'un des Cimetières ; placez-le face recto dans la Zone Magie & Piège de son propriétaire comme Magie Continue, et aussi, cette carte ne peut pas utiliser cet effet le prochain tour. Durant la Battle Phase (Effet Rapide) : vous pouvez cibler 1 monstre et 1 Magie Continue sur le Terrain ; détruisez-les. Vous ne pouvez utiliser chaque effet de "Dragon Vengeur de l'Œil de Serpent" qu'une fois par tour.$$$Places cards from field in Spell & Trap Zone/Places cards from Graveyard in Spell & Trap Zone$Quick/Quick/Condition$
05800323$Peuplier de la Forêt Blanche$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Illusion/Synchro／Syntoniseur／Effet]$$$$$Niveau 4$700$2000$$1 Syntoniseur + 1+ monstre non-Syntoniseur$$Si cette carte est Invoquée Spécialement : vous pouvez cibler 2 monstres "Forêt Blanche" dans votre Cimetière ; placez-les face recto dans les Zones Magie & Piège de leur propriétaire comme Magies Continues. Durant la Main Phase de votre adversaire, vous pouvez (Effet Rapide) : immédiatement après la résolution de cet effet, Invoquez par Synchronisation en utilisant cette carte que vous contrôlez. Vous ne pouvez utiliser chaque effet de "Peuplier de la Forêt Blanche" qu'une fois par tour.$Supports archetypes /White Forest$$Activates upon Special Summon/Places cards from Graveyard in Spell & Trap Zone/Uses itself as a Synchro Material$Trigger/Quick/Condition$
78693036$Juraishin, le Dieu du Tonnerre Maudit$Unlimited(OCG)/Unlimited(TCG)$TERRE$[Psychique/Synchro／Effet]$$$$$Niveau 11$3100$3100$$1 Syntoniseur + 1+ monstre non-Syntoniseur$$Chaque fois que votre adversaire active une carte ou un effet, gagnez 300 LP lorsqu'il est résolu. Durant le tour de votre adversaire (Effet Rapide) : vous pouvez payer 1500 LP, et Sacrifiez cette carte, puis activez 1 de ces effets ;●Détruisez tous les monstres face recto contrôlés par votre adversaire.●Détruisez toutes les Magies et tous les Pièges face recto contrôlés par votre adversaire.Vous ne pouvez utiliser cet effet de "Juraishin, le Dieu du Tonnerre Maudit" qu'une fois par tour.$$$Tributes itself for cost$Continuous/Quick/Condition$
31086840$Numéro 69 : Emblème Héraldique - Flot Destructeur$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Psychique/Xyz／Effet]$$$Rang 4$$$2800$1600$$4 monstres de Niveau 4$$Vous pouvez aussi Invoquer par Xyz cette carte en utilisant un monstre que vous contrôlez dont le nom d'origine est "Numéro 69 : Emblème Héraldique". (Transférez ses Matériels à cette carte.) Lorsque votre adversaire active un effet de monstre sur le Terrain, ou qu'un monstre de l'adversaire déclare une attaque (Effet Rapide) : vous pouvez Invoquer Spécialement 1 "Numéro 69 : Emblème Héraldique - Démolition de Matière Noire" en utilisant cette carte face recto que vous contrôlez comme Matériel depuis votre Extra Deck, puis détruisez le monstre de l'adversaire. (Ceci est traité comme Invocation Xyz. Transférez les Matériels de cette carte.) Vous ne pouvez utiliser cet effet de "Numéro 69 : Emblème Héraldique - Flot Destructeur" qu'une fois par tour.$Number 69: Heraldry Crest/Number 69: Heraldry Crest - Dark Matter Demolition$$Transfers/Activates upon attack declaration/Uses itself as an Xyz Material$Summoning condition/Quick/Condition$
77571454$Numéro 69 : Emblème Héraldique - Démolition de Matière Noire$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Psychique/Xyz／Effet]$$$Rang 4$$$3100$1900$$5 monstres de Niveau 4$$Non destructible ni au combat ni par des effets de carte. Une fois par tour (Effet Rapide) : vous pouvez détacher 1 Matériel de cette carte, puis ciblez 1 monstre face recto contrôlé par votre adversaire ; le nom du monstre devient "Inconnu". Annulez les effets "Inconnu" activés par votre adversaire.$$$$Continuous/Quick/Continuous$
04965193$Chasma, Maître Dragon des Aurores$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Xyz／Effet]$$$Rang 7$$$3000$1600$$2 monstres Dragon de Niveau 7$$(Effet Rapide) : vous pouvez envoyer 1 monstre "Maître Dragon" de Niveau 7 depuis votre Deck au Cimetière, et détachez 1 Matériel de cette carte ; cet effet devient l'effet du monstre envoyé qui se défausse pour l'activer. Si cette carte est détruite au combat, ou si cette carte en possession de son propriétaire est détruite par un effet de carte de l'adversaire : vous pouvez Invoquer Spécialement 1 monstre "Maître Dragon" de Niveau 7 depuis votre Cimetière ou bannissement. Vous ne pouvez utiliser chaque effet de "Chasma, Maître Dragon des Aurores" qu'une fois par tour.$Supports archetypes /Dragon Ruler$$Sends from your Deck to your Graveyard for cost/Resolves as another card's effect/Activates if destroyed by battle/Activates if destroyed by card effect$Quick/Trigger/Condition$
30350202$Eclipse, Maître Dragon des Catastrophes$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Dragon/Xyz／Effet]$$$Rang 7$$$2700$1900$$2 monstres Dragon de Niveau 7$$Si cette carte est Invoquée par Xyz : vous pouvez cibler 1 monstre "Maître Dragon" de max. Niveau 4 dans votre Cimetière ou bannissement ; Invoquez Spécialement 1 monstre "Maître Dragon" de Niveau/Rang 7 qui est mentionné sur le monstre ciblé depuis votre Deck ou bannissement, puis mélangez le monstre ciblé dans le Deck. Lorsque votre adversaire active une Carte Magie/Piège ou effet de Magie/Piège (Effet Rapide) : vous pouvez détacher 2 Matériels de cette carte ; annulez l'activation, et si vous le faites, bannissez la carte. Vous ne pouvez utiliser chaque effet de "Eclipse, Maître Dragon des Catastrophes" qu'une fois par tour.$Supports archetypes /Dragon Ruler$$Activates upon Xyz Summon/Returns from your Graveyard to your Deck/Returns the player's banished cards to the Deck/Detaches multiple Xyz Materials as cost$Trigger/Quick/Condition$
67359907$Disaster, Maître Dragon de Toutes les Apocalypses$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Dragon/Xyz／Effet]$$$Rang 7$$$0$0$$2 monstres de Rang 7$$Si cette carte est Invoquée par Xyz : vous pouvez cibler max. 4 monstres "Maître Dragon" de Niveau 7 dans votre Cimetière et/ou bannissement ; attachez-les à cette carte, puis vous pouvez bannir tous les monstres depuis le Terrain et Cimetière de votre adversaire d'un même Attribut que les Matériels de cette carte. Vous ne pouvez utiliser cet effet de "Disaster, Maître Dragon de Toutes les Apocalypses" qu'une fois par tour. Tant que cette carte a des monstres "Maître Dragon" LUMIÈRE, TÉNÈBRES, TERRE, EAU, FEU et VENT comme Matériel, elle gagne 4600 ATK/DEF, et aussi, elle n'est pas affectée par les effets d'autres cartes.$Supports archetypes /Dragon Ruler$$Activates upon Xyz Summon/Attaches from your Graveyard as Xyz Material/Attaches your banished cards as Xyz Material$Trigger/Condition/Continuous$
42021064$Dogurad, le Soldat de Pierre$Unlimited(OCG)/Unlimited(TCG)$TERRE$[Rocher/Lien／Effet]$Lien 3$Top/Bottom-Left/Bottom-Right$$$$1000$-$$$$2+ monstres (un monstre Rocher inclus)Si cette carte est Invoquée Spécialement : vous pouvez cibler 1 monstre Rocher dans votre Cimetière ; cette carte gagne une ATK égale à l'ATK du monstre. Durant la Main Phase de votre adversaire (Effet Rapide) : vous pouvez cibler 1 autre monstre sur le Terrain avec une ATK inférieure ou égale à cette carte ; cette carte perd une ATK exactement égale à l'ATK du monstre, et si elle le fait, détruisez le monstre. Vous ne pouvez utiliser chaque effet de "Dogurad, le Soldat de Pierre" qu'une fois par tour.$Rock$$Activates upon Special Summon$Trigger/Quick/Condition$
79015062$Connexion A.I.$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Révélez 1 monstre Cyberse dans votre main ; appliquez cet effet selon son Attribut, et aussi, vous ne pouvez pas Invoquer Spécialement (monstres Cyberse exclus) le reste de ce tour après la résolution de cette carte.●TÉNÈBRES : Invoquez Spécialement le monstre révélé, et si vous le faites, ajoutez 1 monstre non-TÉNÈBRES Cyberse de max. Niveau 4 depuis votre Deck à votre main.●Autre : Mélangez le monstre révélé dans le Deck, et si vous le faites, ajoutez 1 monstre "@Ignister" d'Attribut différent depuis votre Deck à votre main.Vous ne pouvez activer qu'1 "Connexion A.I." par tour.$Supports archetypes /@Ignister$$Reveals your hand for cost/Adds from Deck to hand/Returns from hand to Deck for cost$Effect/Condition$
