02295440$Un pour Un$Limited(OCG)/Limited(TCG)$MAGIE$$$$$$$$$$$$Envoyez 1 monstre depuis votre main au Cimetière ; Invoquez Spécialement 1 monstre de Niveau 1 depuis votre main ou Deck.$$$Sends from hand to Graveyard for cost$Cost/Effect$
89882100$Rayon Nocturne$Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel)$MAGIE$$$$$$$$$$$$Ciblez 1 Magie/Piège Posé contrôlé par votre adversaire ; détruisez la cible. Votre adversaire ne peut pas activer la carte ciblée en réponse à l'activation de cette carte.$$$$Effect/Condition$
75652080$Double Cyclone$Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel)$SPELL$$$$$$$$$Quick-Play$$$Target 1 Spell/Trap you control and 1 Spell/Trap your opponent controls; destroy them.$$$$Effect$
48497555$Statue de Ferraille$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Lorsqu'une Carte Magie/Piège qui est déjà face recto sur le Terrain de votre adversaire active son effet : détruisez la carte, et aussi, après ça, Posez cette carte face verso au lieu de l'envoyer au Cimetière. Si cette carte est envoyée au Cimetière : vous pouvez cibler 1 monstre "Robot" dans votre Cimetière ; Invoquez-le Spécialement en Position de Défense. Vous ne pouvez utiliser chaque effet de "Statue de Ferraille" qu'une fois par tour.$Supports archetypes /Junk$$Flips itself face-down/Activates from your Graveyard$Activation requirement/Effect/Trigger-like/Condition$
98427577$Épouvantail de Ferraille$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Lorsqu'un monstre de l'adversaire déclare une attaque : ciblez le monstre attaquant ; annulez l'attaque, et aussi, après ça, Posez cette carte face verso au lieu de l'envoyer au Cimetière.$$$Activates upon attack declaration/Flips itself face-down$Activation requirement/Effect$
97077563$Appel de l'Être Hanté$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Activez cette carte en ciblant 1 monstre dans votre Cimetière ; Invoquez Spécialement la cible en Position d'Attaque. Lorsque cette carte quitte le Terrain, détruisez le monstre. Lorsque le monstre est détruit, détruisez cette carte.$$$$Effect/Continuous-like$
30459350$Mur de Fer Impérial$Unlimited(OCG)/Unlimited(TCG)$PIÈGE$$$$$$$$$$$$Aucun joueur ne peut bannir de cartes.$$$$Continuous-like$
74892653$Guerrier de Poussière d'Étoile$Unlimited(OCG)/Unlimited(TCG)$VENT$[Guerrier/Synchro／Effet]$$$$$Niveau 10$3000$2500$$1 Monstre Synchro Syntoniseur + 1+ Monstre Synchro non-Syntoniseur$$Si votre adversaire va Invoquer Spécialement un ou plusieurs monstres (Effet Rapide) : vous pouvez Sacrifier cette carte ; annulez l'Invocation, et si vous le faites, détruisez ces monstres. Durant la End Phase, si cet effet a été activé ce tour (et n'a pas été annulé) : vous pouvez Invoquer Spécialement cette carte depuis votre Cimetière. Si cette carte est détruite au combat, ou si cette carte face recto que vous contrôlez quitte le Terrain à cause d'un effet de carte de l'adversaire : vous pouvez Invoquer Spécialement 1 Monstre Synchro "Guerrier" de max. Niveau 8 depuis votre Extra Deck. (Cette Invocation Spéciale est traitée comme une Invocation Synchro.)$Supports archetypes /Warrior $$Tributes itself for cost/Activates if destroyed by battle/Activates if destroyed by card effect/Activates when it leaves the field$Quick/Trigger$
00286392$Guerrier à Réaction$Unlimited(OCG)/Unlimited(TCG)$FEU$[Guerrier/Synchro／Effet]$$$$$Niveau 5$2100$1200$$"Avion à Réaction Synchronique" + 1 monstre non-Syntoniseur ou plus$$Si cette carte est Invoquée par Synchronisation : vous pouvez cibler 1 carte contrôlée par votre adversaire ; renvoyez-la à la main. Si cette carte est dans votre Cimetière : vous pouvez Sacrifier 1 monstre de max. Niveau 2 ; Invoquez Spécialement cette carte en Position de Défense, mais bannissez-la lorsqu'elle quitte le Terrain. Vous ne pouvez utiliser chaque effet de "Guerrier à Réaction" qu'une fois par tour.$$$Activates upon Synchro Summon/Returns from your opponent's field to your opponent's hand/Activates from your Graveyard/Tributes for cost$Trigger/Ignition/Condition$
37675907$Accel Synchronique$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Machine/Synchro／Syntoniseur／Effet]$$$$$Niveau 5$500$2100$$1 Syntoniseur + 1+ monstre non-Syntoniseur$$Une fois par tour : vous pouvez envoyer 1 monstre "Synchronique" depuis votre Deck au Cimetière, puis activez 1 de ces effets ;●Augmentez le Niveau de cette carte du Niveau du monstre envoyé.●Réduisez le Niveau de cette carte du Niveau du monstre envoyé.Durant la Main Phase de votre adversaire, vous pouvez (Effet Rapide) : immédiatement après la résolution de cet effet, Invoquez par Synchronisation en utilisant cette carte que vous contrôlez. Vous ne pouvez Invoquer par Synchronisation "Accel Synchronique" qu'une fois par tour.$Supports archetypes /Synchron$$Sends from your Deck to your Graveyard/Uses itself as a Synchro Material$Ignition/Quick/Condition$
60800381$Robot Guerrier$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Guerrier/Synchro／Effet]$$$$$Niveau 5$2300$1300$$"Robot Synchronique" + 1+ monstre non-Syntoniseur$$Si cette carte est Invoquée par Synchronisation : elle gagne une ATK égale à la somme des ATK de tous les monstres de max. Niveau 2 que vous contrôlez actuellement.$$$Activates upon Synchro Summon$Trigger$
